"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
5534,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Ossela","40:50:31.8911999999898''","8:26:24.8279999999988''","firepit",2015-05-30 01:00:00,13:21:00,2015-05-30 01:00:00,14:40:00,2015-05-30 01:00:00,13:33:00,NA,0.265,0,0,0.265,0.265,1
5535,"Ribatejo e Oeste","Santarém","Rio Maior","Rio Maior","00:39:18.664","00:08:59.680","firepit",2015-05-30 01:00:00,13:26:00,2015-05-30 01:00:00,16:55:00,2015-05-30 01:00:00,14:02:00,NA,0.5,0,0,0.5,0.5,0
5536,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Pindelo","40:52:5.79360000000577''","8:27:3.69719999999944''","firepit",2015-05-30 01:00:00,13:33:00,2015-05-30 01:00:00,15:30:00,2015-05-30 01:00:00,13:40:00,NA,0,0.059,0,0.059,0.059,0
5537,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Oliveira de Azeméis","40:50:10.8024000000029''","8:28:58.5804''","firepit",2015-05-30 01:00:00,13:38:00,2015-05-30 01:00:00,15:35:00,NA,NA,NA,0,0.016,0,0.016,0.016,0
5538,"Alentejo","Setúbal","Alcácer do Sal","Santiago","38:22:16.5828000000079''","8:26:49.0488000000015''","firepit",2015-05-30 01:00:00,14:10:00,2015-05-30 01:00:00,16:10:00,2015-05-30 01:00:00,14:35:00,NA,0,0.003,0,0.003,0.003,0
5539,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação","39:0:10.4399999999885''","7:5:2.41800000000119''","agriculture",2015-05-30 01:00:00,14:18:00,2015-05-30 01:00:00,17:11:00,2015-05-30 01:00:00,14:34:00,NA,0,0,0.5409,0,0.5409,0
5540,"Alentejo","Portalegre","Ponte de Sor","Ponte de Sor","39:15:33.2712000000015''","7:59:36.5747999999999''","agriculture",2015-05-30 01:00:00,14:39:00,2015-05-30 01:00:00,15:10:00,2015-05-30 01:00:00,14:45:00,NA,0,0,0.0188,0,0.0188,0
5541,"Beira Litoral","Viseu","Castro Daire","Mões","40:53:8.19240000000832''","7:54:27.6911999999998''","firepit",2015-05-30 01:00:00,15:13:00,2015-05-30 01:00:00,16:58:00,2015-05-30 01:00:00,15:25:00,NA,0,0.06,0,0.06,0.06,0
5542,"Ribatejo e Oeste","Santarém","Abrantes","Bemposta","39:21:7.61040000000094''","8:9:1.81080000000179''","firepit",2015-05-30 01:00:00,16:19:00,2015-05-30 01:00:00,17:35:00,2015-05-30 01:00:00,16:42:00,NA,0,0.0208,0,0.0208,0.0208,0
5543,"Entre Douro e Minho","Porto","Felgueiras","Regilde","41:21:56.4516000000077''","8:15:56.8872000000027''","firepit",2015-05-30 01:00:00,16:21:00,2015-05-30 01:00:00,18:30:00,2015-05-30 01:00:00,16:26:00,NA,0,0.05,0,0.05,0.05,0
5544,"Ribatejo e Oeste","Santarém","Constância","Constância","00:39:29.868","00:08:20.848","firepit",2015-05-30 01:00:00,16:28:00,2015-05-30 01:00:00,17:45:00,2015-05-30 01:00:00,16:42:00,NA,0.02,0.0137,0,0.0337,0.0337,0
5545,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Lanheses","41:44:47.2524000000055''","8:41:12.9335999999989''","firepit",2015-05-30 01:00:00,16:32:00,2015-05-30 01:00:00,18:31:00,2015-05-30 01:00:00,16:40:00,NA,0.08,0,0,0.08,0.08,1
5546,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Deocriste","41:41:5.85960000000455''","8:42:20.0807999999969''","firepit",2015-05-30 01:00:00,16:41:00,2015-05-30 01:00:00,18:45:00,2015-05-30 01:00:00,16:57:00,NA,0,0.2,0,0.2,0.2,0
5547,"Alentejo","Portalegre","Ponte de Sor","Ponte de Sor","39:14:54.3191999999925''","7:58:31.2672''","firepit",2015-05-30 01:00:00,17:15:00,2015-05-30 01:00:00,17:50:00,2015-05-30 01:00:00,17:20:00,NA,0,0.002,0,0.002,0.002,0
5548,"Entre Douro e Minho","Braga","Guimarães","Santa Maria (Airão)","41:27:18.0972000000043''","8:24:25.3008000000014''","fire",2015-05-30 01:00:00,17:27:00,2015-05-30 01:00:00,21:10:00,2015-05-30 01:00:00,17:42:00,NA,2,1,0,3,3,0
5549,"Entre Douro e Minho","Viseu","Cinfães","Fornelos","41:2:29.6988000000101''","8:12:16.1604000000021''","firepit",2015-05-30 01:00:00,17:28:00,2015-05-30 01:00:00,19:44:00,NA,NA,NA,0.05,0,0,0.05,0.05,1
5550,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Alvadia","41:24:44","07:44:18","firepit",2015-05-30 01:00:00,17:53:00,2015-05-30 01:00:00,19:25:00,2015-05-30 01:00:00,18:07:00,NA,0,0.1,0,0.1,0.1,0
5551,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Outeiro","41:30:50.925599999988''","8:0:37.4687999999999''","firepit",2015-05-30 01:00:00,18:10:00,2015-05-30 01:00:00,19:35:00,2015-05-30 01:00:00,18:15:00,NA,0.13,0,0,0.13,0.13,1
5552,"Trás-os-Montes","Vila Real","Montalegre","Cabril","41:43:33.9455999999939''","8:2:45.8051999999977''","firepit",2015-05-30 01:00:00,18:18:00,2015-05-30 01:00:00,18:55:00,2015-05-30 01:00:00,18:41:00,NA,0,0.01,0,0.01,0.01,0
5553,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Nova de Anha","41:39:50.0291999999951''","8:48:14.8643999999987''","agriculture",2015-05-30 01:00:00,22:22:00,2015-05-30 01:00:00,23:06:00,2015-05-30 01:00:00,22:29:00,NA,0,0,0.002,0,0.002,0
5554,"Trás-os-Montes","Vila Real","Chaves","Roriz","41:49:24","07:15:59","fire",2015-05-30 01:00:00,23:07:00,2015-05-31 01:00:00,02:20:00,2015-05-30 01:00:00,23:41:00,NA,0,1,0,1,1,1
5555,"Entre Douro e Minho","Porto","Penafiel","Abragão","41:9:17.5679999999949''","8:12:8.18279999999973''","firepit",2015-05-30 01:00:00,23:08:00,2015-05-31 01:00:00,00:54:00,2015-05-30 01:00:00,23:30:00,NA,0,0.05,0,0.05,0.05,0
5556,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Limões","41:26:55.8527999999933''","7:50:48.7031999999992''","fire",2015-05-31 01:00:00,00:35:00,2015-05-31 01:00:00,04:43:00,2015-05-31 01:00:00,00:50:00,NA,1,0,0,1,1,0
5557,"Alentejo","Setúbal","Sines","Sines","37:58:31.4868000000115''","8:46:58.7927999999971''","agriculture",2015-05-31 01:00:00,00:50:00,2015-05-31 01:00:00,02:48:00,2015-05-31 01:00:00,01:10:00,NA,0,0,0.005,0,0.005,0
5558,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41:6:15.8579999999995''","6:49:0.86519999999858''","firepit",2015-05-31 01:00:00,02:50:00,2015-05-31 01:00:00,06:00:00,2015-05-31 01:00:00,03:00:00,NA,0.086,0,0,0.086,0.086,0
5559,"Beira Litoral","Viseu","Vila Nova de Paiva","Fráguas","40:50:28.1688000000003''","7:46:38.690400000001''","fire",2015-05-31 01:00:00,05:45:00,2015-05-31 01:00:00,08:00:00,2015-05-31 01:00:00,06:10:00,NA,3.5,0,0,3.5,3.5,1
5560,"Ribatejo e Oeste","Setúbal","Seixal","Fernão Ferro","38:32:57.6059999999973''","9:3:34.0452000000003''","firepit",2015-05-31 01:00:00,07:59:00,2015-05-31 01:00:00,09:00:00,2015-05-31 01:00:00,08:10:00,NA,0,0.05,0,0.05,0.05,0
5561,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Limões","41:26:49.3728000000084''","7:50:46.5468000000016''","firepit",2015-05-31 01:00:00,10:06:00,2015-05-31 01:00:00,11:00:00,2015-05-31 01:00:00,10:20:00,NA,0.1,0,0,0.1,0.1,0
5562,"Alentejo","Évora","Montemor-o-Novo","Cabrela","1900-01-01 14:36:40","00:08:26","agriculture",2015-05-31 01:00:00,10:31:00,2015-05-31 01:00:00,13:24:00,2015-05-31 01:00:00,10:56:00,NA,0,0,4.82,0,4.82,0
5563,"Entre Douro e Minho","Braga","Terras de Bouro","Campo do Gerês","41:47:11.2847999999974''","8:8:49.8191999999979''","firepit",2015-05-31 01:00:00,11:58:00,2015-05-31 01:00:00,14:40:00,2015-05-31 01:00:00,11:59:00,NA,0.15,0.2,0,0.35,0.35,1
5564,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41:5:24.518400000008''","6:50:9.12120000000129''","firepit",2015-05-31 01:00:00,12:00:00,2015-05-31 01:00:00,12:41:00,2015-05-31 01:00:00,12:10:00,NA,0,0.04,0,0.04,0.04,1
5565,"Ribatejo e Oeste","Santarém","Abrantes","Bemposta","00:39:21.390","00:08:08.320","agriculture",2015-05-31 01:00:00,13:06:00,2015-05-31 01:00:00,15:00:00,2015-05-31 01:00:00,13:25:00,NA,0,0,0.0268,0,0.0268,1
5566,"Ribatejo e Oeste","Santarém","Santarém","Almoster","00:39:15.680","00:08:45.968","firepit",2015-05-31 01:00:00,14:08:00,2015-05-31 01:00:00,17:26:00,2015-05-31 01:00:00,14:30:00,NA,0,0.3788,0,0.3788,0.3788,0
5567,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41:6:51.2424000000118''","6:48:58.8420000000004''","firepit",2015-05-31 01:00:00,14:31:00,2015-05-31 01:00:00,17:09:00,2015-05-31 01:00:00,14:40:00,NA,0.1,0,0,0.1,0.1,0
5568,"Beira Litoral","Aveiro","Aveiro","Nossa Senhora de Fátima","40:34:16.0067999999887''","8:34:21.7199999999976''","firepit",2015-05-31 01:00:00,14:37:00,2015-05-31 01:00:00,17:35:00,2015-05-31 01:00:00,14:48:00,NA,0.2216,0,0,0.2216,0.2216,0
5569,"Ribatejo e Oeste","Setúbal","Seixal","Aldeia de Paio Pires","38:37:13.4183999999908''","9:5:14.204400000002''","firepit",2015-05-31 01:00:00,14:47:00,2015-05-31 01:00:00,15:19:00,2015-05-31 01:00:00,15:00:00,NA,0,0.005,0,0.005,0.005,0
5570,"Alentejo","Beja","Moura","São João Baptista","38:8:58.0271999999877''","7:26:14.8920000000009''","agriculture",2015-05-31 01:00:00,15:00:00,2015-05-31 01:00:00,18:00:00,2015-05-31 01:00:00,15:42:00,NA,0,0,0.9,0,0.9,1
5571,"Entre Douro e Minho","Viana do Castelo","Caminha","Azevedo","41:50:50.0855999999942''","8:48:46.9151999999991''","agriculture",2015-05-31 01:00:00,15:09:00,2015-05-31 01:00:00,16:10:00,2015-05-31 01:00:00,15:15:00,NA,0,0,0.04,0,0.04,0
5572,"Trás-os-Montes","Bragança","Miranda do Douro","Atenor","41:25:23.8691999999929''","6:29:5.18279999999884''","agriculture",2015-05-31 01:00:00,15:30:00,2015-05-31 01:00:00,16:40:00,2015-05-31 01:00:00,15:40:00,NA,0,0,0.03,0,0.03,0
5573,"Entre Douro e Minho","Porto","Penafiel","Marecos","41:11:36.3479999999976''","8:17:32.7192000000007''","firepit",2015-05-31 01:00:00,15:45:00,2015-05-31 01:00:00,16:34:00,2015-05-31 01:00:00,15:51:00,NA,0,0.05,0,0.05,0.05,0
5574,"Ribatejo e Oeste","Santarém","Ourém","Gondemaria","00:39:40.888","00:08:37.248","agriculture",2015-05-31 01:00:00,16:07:00,2015-05-31 01:00:00,17:15:00,2015-05-31 01:00:00,16:30:00,NA,0,0,0.0862,0,0.0862,0
5575,"Ribatejo e Oeste","Santarém","Abrantes","Mouriscas","00:39:31.690","00:08:06.820","agriculture",2015-05-31 01:00:00,16:11:00,2015-05-31 01:00:00,19:38:00,2015-05-31 01:00:00,16:26:00,NA,0,0,1.0912,0,1.0912,1
5576,"Ribatejo e Oeste","Leiria","Alcobaça","Pataias","39:41:55.9967999999878''","8:59:9.19679999999715''","agriculture",2015-05-31 01:00:00,16:17:00,2015-05-31 01:00:00,17:10:00,2015-05-31 01:00:00,16:40:00,NA,0,0,0.001,0,0.001,0
5577,"Alentejo","Évora","Arraiolos","Arraiolos","00:38:44","00:08:01","agriculture",2015-05-31 01:00:00,16:23:00,2015-05-31 01:00:00,17:20:00,2015-05-31 01:00:00,16:31:00,NA,0,0,0.03,0,0.03,0
5578,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Vilela","41:33:12.1392000000111''","8:15:39.2760000000031''","firepit",2015-05-31 01:00:00,17:23:00,2015-05-31 01:00:00,17:55:00,NA,NA,NA,0,0.004,0,0.004,0.004,0
5579,"Beira Interior","Castelo Branco","Castelo Branco","Alcains","39:55:3.59399999999823''","7:28:20.6507999999997''","firepit",2015-05-31 01:00:00,18:38:00,2015-05-31 01:00:00,19:10:00,2015-05-31 01:00:00,18:48:00,NA,0,8e-04,0,8e-04,8e-04,0
5580,"Ribatejo e Oeste","Santarém","Coruche","Fajarda","00:38:58.670","08:36:21.420","agriculture",2015-05-31 01:00:00,18:39:00,2015-05-31 01:00:00,20:05:00,2015-05-31 01:00:00,18:53:00,NA,0,0,0.1364,0,0.1364,0
5581,"Beira Litoral","Leiria","Alvaiázere","Pussos","39:49:38.5212000000087''","8:21:45.9611999999994''","fire",2015-05-31 01:00:00,18:52:00,2015-05-31 01:00:00,21:39:00,2015-05-31 01:00:00,19:00:00,NA,2.2,0.4,0,2.6,2.6,1
5582,"Beira Litoral","Aveiro","Oliveira do Bairro","Oliveira do Bairro","00:40:30.800","00:08:29.800","firepit",2015-05-31 01:00:00,20:40:00,2015-06-01 01:00:00,00:34:00,2015-05-31 01:00:00,20:55:00,NA,0.16,0.084,0,0.244,0.244,1
5583,"Trás-os-Montes","Vila Real","Alijó","Pegarinhos","41:21:23.695200000011''","7:26:59.6939999999994''","firepit",2015-05-31 01:00:00,21:35:00,2015-06-01 01:00:00,00:25:00,2015-05-31 01:00:00,21:48:00,NA,0.2,0,0,0.2,0.2,1
5584,"Ribatejo e Oeste","Santarém","Ferreira do Zêzere","Areias","00:39:44.932","00:08:21.524","firepit",2015-05-31 01:00:00,21:35:00,2015-05-31 01:00:00,23:32:00,2015-05-31 01:00:00,21:59:00,NA,0,0.1068,0,0.1068,0.1068,1
5585,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:35:13.0127999999985''","8:4:25.8420000000014''","fire",2015-05-31 01:00:00,21:47:00,2015-06-01 01:00:00,00:50:00,2015-05-31 01:00:00,22:10:00,NA,1.2,3,0,4.2,4.2,0
5586,"Alentejo","Beja","Vidigueira","Vidigueira","00:38:14.480","00:07:47.210","firepit",2015-05-31 01:00:00,22:30:00,2015-06-01 01:00:00,00:45:00,2015-05-31 01:00:00,22:45:00,NA,0,0.7155,0,0.7155,0.7155,1
5587,"Beira Litoral","Leiria","Pombal","Carriço","39:59:10.1688000000115''","8:48:25.1351999999987''","firepit",2015-05-31 01:00:00,23:00:00,2015-06-01 01:00:00,00:30:00,2015-05-31 01:00:00,23:10:00,NA,0.05,0,0,0.05,0.05,1
5588,"Alentejo","Beja","Moura","Santo Amador","38:8:15.8567999999957''","7:22:22.7532000000006''","agriculture",2015-06-01 01:00:00,01:45:00,2015-06-01 01:00:00,03:23:00,2015-06-01 01:00:00,02:18:00,NA,0,0,0.001,0,0.001,1
5589,"Entre Douro e Minho","Braga","Barcelos","Lijó","41:34:14.249999999999''","8:36:33.2424000000026''","firepit",2015-06-01 01:00:00,02:45:00,2015-06-01 01:00:00,05:50:00,2015-06-01 01:00:00,02:56:00,NA,0.48,0,0,0.48,0.48,0
5590,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39:48:52.1280000000115''","7:28:28.7651999999988''","firepit",2015-06-01 01:00:00,05:28:00,2015-06-01 01:00:00,06:09:00,2015-06-01 01:00:00,05:39:00,NA,0,0.976,0,0.976,0.976,1
5591,"Ribatejo e Oeste","Setúbal","Seixal","Fernão Ferro","38:32:59.2511999999874''","9:3:59.572799999997''","firepit",2015-06-01 01:00:00,06:16:00,2015-06-01 01:00:00,09:12:00,2015-06-01 01:00:00,06:40:00,NA,0,0.4,0,0.4,0.4,0
5592,"Beira Litoral","Leiria","Ansião","Pousaflores","39:52:21.6192000000052''","8:23:26.6639999999971''","firepit",2015-06-01 01:00:00,09:03:00,2015-06-01 01:00:00,09:51:00,2015-06-01 01:00:00,09:15:00,NA,0.25,0.25,0,0.5,0.5,0
5593,"Beira Litoral","Coimbra","Figueira da Foz","Quiaios","40:12:55.4004000000066''","8:51:11.5992000000021''","agriculture",2015-06-01 01:00:00,10:04:00,2015-06-01 01:00:00,11:28:00,2015-06-01 01:00:00,10:15:00,NA,0,0,0.01,0,0.01,0
5594,"Entre Douro e Minho","Porto","Paredes","Besteiros","41:13:7.69080000000429''","8:20:26.2680000000032''","firepit",2015-06-01 01:00:00,10:30:00,2015-06-01 01:00:00,11:15:00,2015-06-01 01:00:00,10:40:00,NA,0,0.01,0,0.01,0.01,0
5595,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39:50:50.3807999999907''","7:24:39.5387999999996''","firepit",2015-06-01 01:00:00,10:31:00,2015-06-01 01:00:00,12:14:00,2015-06-01 01:00:00,10:38:00,NA,0,0.3201,0,0.3201,0.3201,0
5596,"Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Castelo Melhor","00:41:02.810","00:07:03.631","fire",2015-06-01 01:00:00,10:37:00,2015-06-01 01:00:00,12:44:00,2015-06-01 01:00:00,10:40:00,NA,0,3.11,0,3.11,3.11,0
5597,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Abadim","41:33:47.5416000000035''","7:58:59.5127999999993''","firepit",2015-06-01 01:00:00,11:10:00,2015-06-01 01:00:00,11:49:00,2015-06-01 01:00:00,11:20:00,NA,0,0.1,0,0.1,0.1,1
5598,"Entre Douro e Minho","Braga","Terras de Bouro","Campo do Gerês","41:46:45.4007999999925''","8:11:46.7447999999992''","firepit",2015-06-01 01:00:00,11:37:00,2015-06-01 01:00:00,12:42:00,2015-06-01 01:00:00,11:55:00,NA,0.35,0.1,0,0.45,0.45,0
5599,"Ribatejo e Oeste","Santarém","Coruche","Couço","00:38:58.840","00:08:23.670","agriculture",2015-06-01 01:00:00,12:43:00,2015-06-01 01:00:00,14:25:00,2015-06-01 01:00:00,13:00:00,NA,0,0,0.0254,0,0.0254,0
5600,"Trás-os-Montes","Bragança","Torre de Moncorvo","Torre de Moncorvo","41:10:13.162800000012''","7:6:30.0563999999985''","firepit",2015-06-01 01:00:00,14:09:00,2015-06-01 01:00:00,17:10:00,2015-06-01 01:00:00,14:20:00,NA,0,0.66,0,0.66,0.66,0
5601,"Alentejo","Beja","Odemira","Vila Nova de Milfontes","00:37:44.800","00:08:45.300","agriculture",2015-06-01 01:00:00,14:41:00,2015-06-01 01:00:00,16:10:00,2015-06-01 01:00:00,14:54:00,NA,0,0,0.0076,0,0.0076,0
5602,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Cuide de Vila Verde","41:46:17.3496000000108''","8:24:10.4867999999995''","firepit",2015-06-01 01:00:00,15:20:00,2015-06-01 01:00:00,19:00:00,2015-06-01 01:00:00,15:30:00,NA,0.5,0,0,0.5,0.5,0
5603,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Vilela","41:33:12.1392000000111''","8:15:39.2760000000031''","firepit",2015-06-01 01:00:00,15:56:00,2015-06-01 01:00:00,18:00:00,2015-06-01 01:00:00,16:08:00,NA,0,0.1,0,0.1,0.1,0
5604,"Beira Litoral","Coimbra","Figueira da Foz","Quiaios","40:12:55.4004000000066''","8:51:11.5992000000021''","firepit",2015-06-01 01:00:00,17:05:00,2015-06-01 01:00:00,19:03:00,2015-06-01 01:00:00,17:10:00,NA,0.13,0,0.07,0.13,0.2,0
5605,"Alentejo","Beja","Vidigueira","Vidigueira","00:38:14.500","00:07:47.600","firepit",2015-06-01 01:00:00,17:10:00,2015-06-01 01:00:00,18:17:00,2015-06-01 01:00:00,17:23:00,NA,0,0.002,0,0.002,0.002,0
5606,"Entre Douro e Minho","Porto","Penafiel","Marecos","41:11:36.1859999999973''","8:17:33.2267999999981''","firepit",2015-06-01 01:00:00,17:10:00,2015-06-01 01:00:00,18:00:00,2015-06-01 01:00:00,17:12:00,NA,0,0.05,0,0.05,0.05,0
5607,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Vade (São Pedro)","41:45:56.3076000000081''","8:24:55.2672000000014''","firepit",2015-06-01 01:00:00,18:11:00,2015-06-01 01:00:00,20:10:00,2015-06-01 01:00:00,18:22:00,NA,0.5,0,0,0.5,0.5,0
5608,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Meixedo","41:45:24.8975999999885''","8:43:31.7136000000016''","firepit",2015-06-01 01:00:00,18:43:00,2015-06-01 01:00:00,19:38:00,2015-06-01 01:00:00,18:54:00,NA,0,0.001,0,0.001,0.001,0
5609,"Trás-os-Montes","Vila Real","Alijó","Cotas","41:13:19.5887999999951''","7:29:5.35920000000111''","firepit",2015-06-01 01:00:00,18:45:00,2015-06-01 01:00:00,20:50:00,2015-06-01 01:00:00,18:53:00,NA,0,0.22,0,0.22,0.22,1
5610,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Freixo","41:39:21.643199999989''","8:35:17.6171999999994''","fire",2015-06-01 01:00:00,20:51:00,2015-06-02 01:00:00,01:15:00,2015-06-01 01:00:00,21:05:00,NA,1,1,0,2,2,1
5611,"Ribatejo e Oeste","Santarém","Santarém","Romeira","39:18:35.7299999999992''","8:43:57.4967999999988''","agriculture",2015-06-01 01:00:00,22:16:00,2015-06-01 01:00:00,23:05:00,2015-06-01 01:00:00,22:28:00,NA,0,0,0.0176,0,0.0176,0
5612,"Beira Litoral","Coimbra","Tábua","Carapinha","40:16:43.9391999999992''","8:6:9.16199999999719''","firepit",2015-06-01 01:00:00,23:20:00,2015-06-02 01:00:00,00:50:00,2015-06-01 01:00:00,23:32:00,NA,0.001,0,0,0.001,0.001,0
5613,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Freixo","41:39:21.643199999989''","8:35:17.6171999999994''","firepit",2015-06-02 01:00:00,09:41:00,2015-06-02 01:00:00,11:08:00,2015-06-02 01:00:00,09:58:00,NA,0,0.01,0,0.01,0.01,0
5614,"Entre Douro e Minho","Porto","Penafiel","Marecos","41:11:11.2631999999957''","8:17:38.5511999999973''","firepit",2015-06-02 01:00:00,09:50:00,2015-06-02 01:00:00,10:45:00,2015-06-02 01:00:00,09:52:00,NA,0,0.02,0,0.02,0.02,0
5615,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41:53:35.833200000003''","8:15:43.3079999999975''","fire",2015-06-02 01:00:00,11:33:00,2015-06-02 01:00:00,13:02:00,2015-06-02 01:00:00,11:48:00,NA,0,1,0,1,1,0
5616,"Entre Douro e Minho","Aveiro","Santa Maria da Feira","Milheirós de Poiares","40:55:20.229599999999''","8:28:27.8688000000014''","firepit",2015-06-02 01:00:00,12:03:00,2015-06-02 01:00:00,13:35:00,2015-06-02 01:00:00,12:12:00,NA,0,0.1466,0,0.1466,0.1466,0
5617,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Freixo","41:39:21.643199999989''","8:35:17.6171999999994''","firepit",2015-06-02 01:00:00,13:55:00,2015-06-02 01:00:00,15:00:00,2015-06-02 01:00:00,14:15:00,NA,0.3,0,0,0.3,0.3,0
5618,"Beira Interior","Castelo Branco","Idanha-a-Nova","Idanha-a-Nova","39:54:23.9219999999909''","7:14:53.4588000000002''","agriculture",2015-06-02 01:00:00,14:48:00,2015-06-02 01:00:00,16:34:00,2015-06-02 01:00:00,14:58:00,NA,0,0,0.62,0,0.62,0
5619,"Trás-os-Montes","Viseu","São João da Pesqueira","Riodades","41:2:17.1672000000075''","7:30:18.7775999999996''","firepit",2015-06-02 01:00:00,15:21:00,2015-06-02 01:00:00,17:24:00,2015-06-02 01:00:00,15:30:00,NA,0,0.28,0,0.28,0.28,0
5620,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Arcos","41:46:15.3191999999956''","8:39:50.4251999999993''","firepit",2015-06-02 01:00:00,15:47:00,2015-06-02 01:00:00,16:41:00,2015-06-02 01:00:00,15:51:00,NA,0.01,0,0,0.01,0.01,0
5621,"Entre Douro e Minho","Porto","Penafiel","Eja","41:5:30.8543999999984''","8:18:6.27480000000034''","firepit",2015-06-02 01:00:00,15:58:00,2015-06-02 01:00:00,17:01:00,2015-06-02 01:00:00,16:05:00,NA,0,0.01,0,0.01,0.01,0
5622,"Beira Litoral","Aveiro","Vagos","Fonte de Angeão","40:26:45.8268000000083''","8:39:41.2847999999974''","agric_burn",2015-06-02 01:00:00,16:05:00,2015-06-02 01:00:00,17:15:00,2015-06-02 01:00:00,16:17:00,NA,0,0,0.0966,0,0.0966,0
5623,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Coura","41:53:15.6119999999999''","8:39:21.798000000001''","firepit",2015-06-02 01:00:00,16:24:00,2015-06-02 01:00:00,19:37:00,2015-06-02 01:00:00,16:25:00,NA,0,0.01,0,0.01,0.01,0
5624,"Beira Litoral","Leiria","Castanheira de Pêra","Castanheira de Pêra","39:59:31.369199999998''","8:11:39.2027999999969''","firepit",2015-06-02 01:00:00,16:35:00,2015-06-02 01:00:00,19:55:00,2015-06-02 01:00:00,16:49:00,NA,0,0.03,0,0.03,0.03,0
5625,"Ribatejo e Oeste","Setúbal","Sesimbra","Quinta do Conde","38:33:10.5839999999984''","9:2:41.3591999999997''","firepit",2015-06-02 01:00:00,17:05:00,2015-06-02 01:00:00,17:50:00,2015-06-02 01:00:00,17:13:00,NA,0,0.0233,0,0.0233,0.0233,0
5626,"Ribatejo e Oeste","Setúbal","Moita","Moita","38:39:28.2132000000024''","8:59:17.0520000000016''","firepit",2015-06-02 01:00:00,18:05:00,2015-06-02 01:00:00,18:42:00,2015-06-02 01:00:00,18:12:00,NA,0,0.1184,0,0.1184,0.1184,0
5627,"Trás-os-Montes","Bragança","Vimioso","Argozelo","41:38:44.2824000000041''","6:36:44.4527999999996''","firepit",2015-06-02 01:00:00,20:29:00,2015-06-02 01:00:00,22:55:00,2015-06-02 01:00:00,20:40:00,NA,0,0.54,0,0.54,0.54,0
5628,"Algarve","Faro","Faro","Estói","00:37:06.300","00:07:54.700","agriculture",2015-06-02 01:00:00,21:21:00,2015-06-02 01:00:00,23:18:00,2015-06-02 01:00:00,21:30:00,NA,0,0,0.1483,0,0.1483,0
